gvkey,entity_pname,has_funda_data,conm,sic,naics,spcindcd,spcseccd,fic
260750,BNP Paribas Fortis SA/NV,False,,,,,,
260753,MRS Logistica S.A.,False,,,,,,
260793,Al Dhafra Insurance Co. P.S.C.,False,,,,,,
260794,Al Ain Ahlia Insurance Co. P.S.C.,False,,,,,,
260795,Emirates Insurance Co. (PSC),False,,,,,,
260796,Dubai Insurance Co. (P.S.C.),False,,,,,,
260797,Mashreqbank,False,,,,,,
260820,Banco Vitalicio de Espana,False,,,,,,
260840,NN Group N.V.,False,NN GROUP N.V.,6311,5241,,,NLD
260841,ING Bank N.V.,False,,,,,,
260963,Nationwide Life Insurance Co.,False,NATIONWIDE LIFE INSURANCE CO,6311,524113,,,USA
261039,Everest Reinsurance Holdings Inc.,False,,,,,,
261066,Atlanta Gas Light Co.,False,,,,,,
261111,Jackson National Life Insurance Co.,False,JACKSON NATIONAL INS CO -OLD,6311,524113,,,USA
261111,Jackson National Life Insurance Co. of MI,False,JACKSON NATIONAL INS CO -OLD,6311,524113,,,USA
261515,PNC Funding Corp.,False,,,,,,
261568,SeaRiver Maritime Financial Holdings Inc.,False,,,,,,
261667,Reckson Operating Partnership L.P.,False,,,,,,
261670,Swiss Re Solutions Holding Corp.,False,,,,,,
261690,FelCor Lodging L.P.,False,,,,,,
261700,Lion Gables Realty L.P.,False,,,,,,
261718,Huntsman LLC,False,,,,,,
261822,OneBeacon U.S. Holdings Inc.,False,,,,,,
261826,Cargill Inc.,False,,,,,,
261897,BBVA USA,False,,,,,,
261956,Post Apartment Homes L.P.,False,,,,,,
262036,Verizon Global Funding Corp.,False,,,,,,
262106,Trench Electric B.V.,False,,,,,,
262132,Quebecor Media Inc.,False,,,,,,
262893,City National Bank Beverly Hills,False,,,,,,
263210,American Honda Finance Corp.,False,,,,,,
263663,WESCO Distribution Inc.,False,,,,,,
263690,Extendicare Health Services Inc.,False,,,,,,
263730,ERP Operating L.P.,False,,,,,,
263821,SESI LLC,False,,,,,,
263894,Von Hoffmann Corp.,False,,,,,,
263903,Collins & Aikman Products Co.,False,,,,,,
263905,Highwoods Realty L.P.,False,,,,,,
263930,American Water Capital Corp.,False,,,,,,
263997,International Telephone & Telegraph Corp.,False,,,,,,
264167,James River Corp. Of Virginia,False,,,,,,
264167,Fort James Operating Co.,False,,,,,,
264351,Yara International ASA,False,YARA INTERNATIONAL ASA,2870,32531,,,NOR
264411,Block Communications Inc.,False,BLOCK COMMUNICATIONS INC,4841,515210,,,USA
264773,Hines Nurseries Inc.,False,,,,,,
264812,Jacobs Entertainment Inc.,False,,,,,,
265109,Champion Home Builders Co.,False,,,,,,
265305,Toll Brothers Finance Corp.,False,,,,,,
265341,IESI Corp.,False,,,,,,
265512,SunTrust Bank,False,,,,,,
265816,Total Safety U.S. Inc.,False,,,,,,
265974,Compass Minerals Group Inc.,False,,,,,,
265975,Louisville & Nashville Railroad Co.,False,LOUISVILLE & NASHVILLE RR CO,4011,4821,,,UNK
266077,Toll Corp.,False,,,,,,
266339,Alamosa Delaware Inc.,False,,,,,,
267002,SNS REAAL N.V.,False,,,,,,
267035,Halyk Bank JSC,False,,,,,,
267188,Cuscal Ltd.,False,,,,,,
267371,Localiza Rent a Car S.A.,False,LOCALIZA RENT A CAR SA,7510,532111,,,BRA
267407,Glencore PLC,False,GLENCORE PLC,1220,2121,,,JEY
267442,Chilena Consolidada Seguros Generales S.A.,False,,,,,,
267461,Bank of China Ltd.,False,BANK OF CHINA LTD,6020,522110,,,CHN
267462,Bank of Communications Co. Ltd.,False,BANK OF COMMUNICATIONS CO,6020,522110,,,CHN
267620,DZ Bank AG Deutsche Zentral-Genossenschaftsbank Frankfurt am Main,False,,,,,,
267663,AXA Lebensversicherung AG,False,,,,,,
267666,Delta Lloyd Lebensversicherung AG,False,,,,,,
267882,Banque PSA Finance,False,,,,,,
268120,National Grid Electricity Distribution (South Wales) PLC,False,,,,,,
268159,Direct Line Insurance Group PLC,False,DIRECT LINE INSURANCE GRP,6331,5241,,,GBR
268219,Premier Foods PLC,False,PREMIER FOODS PLC,2033,311421,,,GBR
268315,PT Bank Tabungan Negara (Persero),False,,,,,,
268321,New India Assurance Co. Ltd.,False,,,,,,
268324,Power Finance Corp. Ltd.,False,,,,,,
268325,NTPC Ltd.,False,,,,,,
268326,Central Bank of India,False,,,,,,
268421,Parmalat SpA,False,,,,,,
268456,Nippon Life Insurance Co.,False,,,,,,
268491,KazTransOil,False,,,,,,
268563,"Credito Real, S.A.B. de C.V., SOFOM, E.N.R.",False,,,,,,
268567,Urbi Desarrollos Urbanos S.A.B.de C.V.,False,,,,,,
268593,Banque Centrale Populaire,False,,,,,,
268629,Vector Ltd.,False,,,,,,
268671,Polish Oil & Gas Company SA (PGNiG),False,,,,,,
268686,Al-Khaleej Takaful Insurance Co. Q.P.S.C.,False,,,,,,
268692,ALROSA PJSC,False,,,,,,
268696,Saudi National Bank,False,,,,,,
268720,Nova Ljubljanska Banka D.D.,False,,,,,,
268759,Nobina AB,False,,,,,,
268786,Shanghai Commercial & Savings Bank Ltd. (The),False,,,,,,
268793,Sukoon Insurance PJSC,False,,,,,,
268802,Joint Stock Commercial Bank for Investment and Development of Vietnam,False,,,,,,
268827,Abu Dhabi National Insurance Co. (PSC),False,,,,,,
268830,Turkiye Halk Bankasi A.S.,False,TURKIYE HALK BANKASI A.S.,6020,522110,,,TUR
268835,Kazakhtelecom JSC,False,,,,,,
268839,Unison Forsikring,False,,,,,,
268844,Energisa S.A.,False,,,,,,
268868,Deutsche Postbank AG,False,,,,,,
268891,Nurbank JSC,False,,,,,,
268956,DUET Group,False,,,,,,
269027,Bulgarian American Credit Bank,False,,,,,,
269104,Bauer AG,False,,,,,,
269176,Caisse Regionale de Credit Agricole Mutuel Atlantique Vendee,False,,,,,,
269269,NHPC Ltd.,False,,,,,,
269277,Smurfit Kappa Funding PLC,False,,,,,,
269313,Aozora Bank Ltd.,False,,,,,,
269320,Seven Bank Ltd.,False,,,,,,
269357,ATFBank JSC,False,,,,,,
269422,Nemak S.A.B. de C.V.,False,,,,,,
269532,Genesis Energy Ltd.,False,,,,,,
269546,Powszechny Zaklad Ubezpieczen S.A.,False,,,,,,
269554,C.N. Transelectrica S.A.,False,,,,,,
269556,Rosneft Oil Co. PJSC,False,ROSNEFT OIL COMPANY,2911,324110,,,RUS
269563,TransCreditBank,False,,,,,,
269595,First Citizens Bank Ltd.,False,,,,,,
269597,Thai Life Insurance Public Co. Ltd.,False,,,,,,
269640,Ras Al-Khaimah National Ins Co.,False,,,,,,
269641,Al Sagr National Insurance Co.,False,,,,,,
269722,TAL Ltd.,False,,,,,,
269744,Elia Group SA/NV,False,,,,,,
269783,Agricultural Bank of China Ltd.,False,AGRICULTURAL BANK OF CHINA,6020,522110,,,CHN
269784,China Everbright Bank Co. Ltd.,False,,,,,,
269809,Talanx AG,False,,,,,,
269835,Brenntag SE,False,BRENNTAG SE,5160,4246,,,DEU
269922,PT XL Axiata Tbk.,False,PT XL AXIATA TBK,4812,517312,,,IDN
269924,Indian Railway Finance Corp.,False,,,,,,
269977,Kazakhstan Electricity Grid Operating Co. (JSC),False,,,,,,
269978,Bank CenterCredit JSC,False,,,,,,
269979,Kaspi Bank JSC,False,,,,,,
269984,Tyco International Group S.A.,False,,,,,,
270034,Telenet Group Holding N.V.,False,TELENET GROUP HOLDING NV,4841,516210,,,BEL
270043,Mercury NZ Ltd.,False,,,,,,
270045,Meridian Energy Ltd.,False,,,,,,
270046,Fonterra Co-operative Group Ltd.,False,,,,,,
270053,Sistema (PJSFC),False,SISTEMA PJSFC,4899,517919,,,RUS
270074,Turkiye Vakiflar Bankasi TAO,False,TURKIYE VAKIFLAR BANKASI,6020,522110,,,TUR
270079,PrivatBank,False,,,,,,
270088,BTA Bank J.S.C.,False,,,,,,
270226,CapitaLand Commercial Trust,False,,,,,,
270266,UBI Banca SpA,False,,,,,,
270266,Banca Popolare di Bergamo-Credito Varesino,False,,,,,,
270274,Paysafe Group PLC,False,,,,,,
270280,Kazanorgsintez OJSC,False,,,,,,
270404,ams-OSRAM AG,False,AMS-OSRAM AG,3674,334413,,,AUT
270405,China Mengniu Dairy Co. Ltd.,False,CHINA MENGNIU DAIRY CO,2020,311511,,,CYM
270429,PT Energi Mega Persada Tbk.,False,,,,,,
270451,Terna SpA,False,TERNA SPA,4911,2211,,,ITA
270479,HC Group Inc.,False,,,,,,
270529,Syndicate Bank,False,,,,,,
270589,Pinewood Group Ltd.,False,,,,,,
270615,Tencent Holdings Ltd.,False,TENCENT HOLDINGS LTD,7370,519130,,,CYM
270750,Xinhu Zhongbao Co. Ltd.,False,,,,,,
270779,Nacional Financiera S.N.C. (NAFIN),False,,,,,,
270783,Pakistan Insurance Corporation,False,,,,,,
270803,Frontier Real Estate Investment Corp.,False,,,,,,
270804,PBG S.A.,False,,,,,,
270885,Tata Consultancy Services Ltd.,False,,,,,,
270934,Merrill Lynch European Investment Trust PLC,False,,,,,,
271031,Electric Power Development Co. Ltd.,False,,,,,,
271111,Thai Oil Public Co. Ltd.,False,,,,,,
271112,Xinhua Finance Ltd.,False,,,,,,
271182,Elpida Memory Inc.,False,,,,,,
271187,Powszechna Kasa Oszczednosci Bank Polski S.A.,False,,,,,,
271196,Inpex Corp.,False,INPEX CORP,1311,2111,,,JPN
271196,INPEX Corp. (old),False,INPEX CORP,1311,2111,,,JPN
271245,APRR S.A.,False,,,,,,
271280,Mirabela Nickel Ltd.,False,MIRABELA NICKEL LTD,1000,212,,,AUS
271311,Karoon Energy Ltd.,False,,,,,,
271442,GFH Financial Group B.S.C,False,,,,,,
271456,TVN S.A.,False,,,,,,
271525,Atlas Iron Ltd.,False,,,,,,
271533,Texhong Textile Group Ltd.,False,,,,,,
271553,Peermont Global Ltd.,False,,,,,,
271559,MKB Romexterra Bank S.A.,False,,,,,,
271560,Synthos S.A.,False,,,,,,
271717,Tupy S.A.,False,,,,,,
271724,Sul America Cia Nacional de Seguros,False,,,,,,
271763,LANXESS AG,False,LANXESS AG,2800,325,,,DEU
271764,Entain PLC,False,ENTAIN PLC,7990,713290,,,IMN
271810,Goodman Group,False,,,,,,
271818,Ciech SA,False,,,,,,
271832,BRB - Banco de Brasilia S.A.,False,,,,,,
271834,Companhia Energetica do Rio Grande do Norte,False,,,,,,
271999,GF Securities Co. Ltd.,False,,,,,,
272030,Consol Glass (Proprietary) Ltd.,False,,,,,,
272060,IGD Siiq SpA,False,,,,,,
272138,Dr. Peng Telecom & Media Group Co. Ltd.,False,,,,,,
272194,Sichuan Languang Development Co. Ltd.,False,,,,,,
272268,Quintis Ltd.,False,,,,,,
272278,Yango Group Co. Ltd.,False,,,,,,
272340,ENN Natural Gas Co. Ltd.,False,,,,,,
272359,Huayuan Property Co. Ltd.,False,,,,,,
272388,Haitong Securities Co. Ltd.,False,,,,,,
272627,Afren PLC,False,,,,,,
272689,Sanef,False,,,,,,
272817,Raiffeisen Bank International AG,False,RAIFFEISEN BANK INTERNATI AG,6020,522110,,,AUT
272836,Shanghai Electric Group Co. Ltd.,False,,,,,,
272960,IIFL Finance Ltd.,False,,,,,,
273099,MTU Aero Engines Holding AG,False,MTU AERO ENGINES AG,3724,336412,,,DEU
273153,China Shenhua Energy Co. Ltd.,False,CHINA SHENHUA ENERGY CO LTD,1220,2121,,,CHN
273160,Billing Services Group Ltd.,False,,,,,,
273168,Inmarsat PLC,False,INMARSAT PLC,4899,517410,,,GBR
273183,Fukuoka REIT Corp.,False,,,,,,
273198,China Glass Holdings Ltd.,False,,,,,,
273225,PT Arpeni Pratama Ocean Line Tbk.,False,,,,,,
273304,Piaggio & C. SpA,False,,,,,,
273315,GFNZ Group Ltd.,False,,,,,,
273316,Linsa Insurance Ltd.,False,,,,,,
273334,Ukrsotsbank OJSC,False,,,,,,
273405,Oman United Insurance Co. S.A.O.G.,False,,,,,,
273407,Vicinity Centres,False,,,,,,
273459,Guangzhou R&F Properties Co. Ltd.,False,,,,,,
273626,Codere S.A.,False,,,,,,
273633,Financiera Independencia S.A.B. de C.V. SOFOM E.N.R.,False,,,,,,
273716,NOVATEK PJSC,False,PAO NOVATEK,1311,2111,,,RUS
273763,Songa Offshore SE,False,,,,,,
273813,IDFC Limited,False,,,,,,
273959,Sava Re,False,,,,,,
273961,Seven & i Holdings Co. Ltd.,False,SEVEN & I HOLDINGS CO LTD,5400,4451,,,JPN
273982,Nova Kreditna Banka Maribor d.d.,False,,,,,,
273985,G Steel Public Co. Ltd.,False,,,,,,
274011,Parana Banco S.A,False,,,,,,
274024,Impulsora del Desarrollo y el Empleo en America Latina S.A.B. de C.V.,False,,,,,,
274064,Starhill Global Real Estate Investment Trust,False,,,,,,
274143,Evoke PLC,False,,,,,,
274181,Petrofac Ltd.,False,PETROFAC LTD,1382,213112,,,JEY
274184,Alinta Infrastructure Holdings,False,,,,,,
274186,Zenith Bank PLC,False,,,,,,
274195,China State Construction International Holdings Ltd.,False,CHINA STATE CONSTRUCTION,1520,236,,,CYM
274196,Indutrade AB,False,,,,,,
274222,Saudi Electric Co.,False,,,,,,
274234,Emirates Telecommunications Group Co. PJSC,False,,,,,,
274262,Mercialys,False,,,,,,
274337,Almarai Co.,False,,,,,,
274342,Alliance Oil Co. Ltd.,False,,,,,,
274364,China Construction Bank Corp.,False,CHINA CONSTR BANK CORP,6020,522110,,,CHN
274373,ISS A/S,False,,,,,,
274383,Sintex Industries Ltd.,False,,,,,,
274408,Bank of South Pacific Ltd.,False,,,,,,
274505,Lonking Holdings Ltd.,False,,,,,,
274522,Hikma Pharmaceuticals PLC,False,,,,,,
274535,Banco Nossa Caixa S.A.,False,,,,,,
274578,Link Real Estate Investment Trust,False,,,,,,
274626,Parkson Retail Group Ltd.,False,PARKSON RETAIL GROUP LIMITED,5311,455110,,,CYM
274683,Banco Colpatria Red Multibanca Colpatria S.A.,False,,,,,,
274689,Avolta AG,False,AVOLTA AG,5990,459999,,,CHE
274720,Dongfeng Motor Group Co. Ltd.,False,DONGFENG MOTOR GROUP CO,3711,336111,,,CHN
274745,Safilo Group SpA,False,,,,,,
274770,REI Agro Ltd.,False,,,,,,
274774,Lancashire Holdings Ltd.,False,,,,,,
274820,AusNet Pty Ltd.,False,,,,,,
274833,PTT Global Chemical Public Co. Ltd.,False,,,,,,
274833,PTT Chemical Public Co. Ltd.,False,,,,,,
274890,Drax Group PLC,False,,,,,,
274898,National General Insurance Co. (PSC),False,,,,,,
274899,National Central Cooling Co. PJSC,False,,,,,,
274904,Goodman Fielder Ltd.,False,,,,,,
274927,Yuexiu Real Estate Investment Trust,False,,,,,,
274951,Wethaq Takaful Insurance Co. K.S.C.,False,,,,,,
274959,Hyundai Glovis Co. Ltd.,False,,,,,,
275066,Oman Telecommunications Co.,False,,,,,,
275087,Company for Cooperative Insurance (Tawuniya) (The),False,,,,,,
275092,Global Investment House KSCC,False,,,,,,
275108,JBS S.A.,False,JBS SA,2011,311611,,,BRA
275173,Trinidad Cement Ltd.,False,,,,,,
275214,Intercontinental Bank PLC,False,,,,,,
275258,China Fishery Group Ltd.,False,,,,,,
275279,Banco Pan S.A.,False,BANCO PAN SA,6141,5222,,,BRA
275285,JSC Azovstal Iron and Steel Works,False,,,,,,
275332,PT Bakrie Telecom Tbk.,False,,,,,,
275338,Open Joint Stock Co. Trade House Kopeyka,False,,,,,,
275350,Comstar United TeleSystems (JSC),False,COMSTAR UNITED TELE SYS,4899,517919,,,RUS
275439,Dubai Islamic Insurance & Reinsurance Co. (Aman),False,,,,,,
275441,SALAMA/Islamic Arab Insurance Co. P.S.C.,False,,,,,,
275674,Nine Dragons Paper (Holdings) Ltd.,False,,,,,,
275696,Aker BP ASA,False,AKER BP ASA,1311,2111,,,NOR
275880,Golden Eagle Retail Group Ltd.,False,GOLDEN EAGLE RETAIL GROUP,5311,455110,,,CYM
275893,Playtech PLC,False,,,,,,
275910,Frasers Commercial Trust,False,,,,,,
275931,Peach Holdings Inc.,False,,,,,,
276365,Reaseguradora Patria S.A.B.,False,,,,,,
276407,Societe Tunisienne de Reassurance,False,,,,,,
277006,Fosun International Ltd.,False,FOSUN INTERNATIONAL LTD,9997,999977,,,HKG
277015,Magnit PJSC,False,,,,,,
277039,Legrand S.A.,False,LEGRAND,3640,3351,,,FRA
277043,Arkema S.A.,False,ARKEMA,2800,325,,,FRA
277144,Europcar Mobility Group,False,,,,,,
277346,ForteBank JSC,False,,,,,,
277469,Via Celere,False,,,,,,
277495,C.A.T. oil AG,False,,,,,,
277544,Cambridge Industrial Trust,False,,,,,,
277556,Sovcomflot PAO,False,,,,,,
277561,TMK PAO,False,TMK PAO,3317,331210,,,RUS
277567,Banco Daycoval S.A.,False,,,,,,
277586,DBA Telecommunication (Asia) Holdings Ltd.,False,,,,,,
277767,Icade S.A.,False,,,,,,
277768,Lupatech S.A.,False,,,,,,
277849,Summit Properties Ltd.,False,,,,,,
277881,Thai Beverage Public Co. Ltd.,False,,,,,,
277926,Advance Energy,False,,,,,,
277941,Husqvarna AB (publ),False,HUSQVARNA AB,3523,333111,,,SWE
277972,Coca-Cola Icecek AS,False,,,,,,
278018,BANK URALSIB (PJSC),False,,,,,,
278074,Rosseti Moscow Region PJSC,False,,,,,,
278142,Aeroports de Paris,False,,,,,,
278160,Utilico Emerging Markets Ltd.,False,,,,,,
278187,Yanlord Land Group Ltd.,False,,,,,,
278191,PJSC KREDOBANK,False,,,,,,
278232,Poly Developments and Holdings Group Co. Ltd.,False,,,,,,
278268,Frasers Centrepoint Trust,False,,,,,,
278278,Shriram Finance Ltd.,False,,,,,,
278283,Shimao Group Holdings Ltd.,False,,,,,,
278298,abrdn plc,False,,,,,,
278356,"Bolsas y Mercados Espanoles Sociedad Holding de Mercados y Sistemas Financieros, S.A.",False,,,,,,
278358,Grupo Famsa S.A.B. de C.V.,False,,,,,,
278360,Bank of Georgia,False,,,,,,
278519,PT Media Nusantara Citra Tbk.,False,,,,,,
278546,EMECO Holdings Ltd.,False,,,,,,
278556,Branicks Group AG,False,BRANICKS GROUP AG,6500,531,,,DEU
278577,Nippon Accommodations Fund Inc.,False,,,,,,
278644,Greentown China Holdings Ltd.,False,,,,,,
278751,Ecobank Nigeria Ltd.,False,,,,,,
278764,Argus Group Holdings Ltd.,False,,,,,,
278806,DEMIRE Deutsche Mittelstand Real Estate AG,False,,,,,,
278810,Sharjah Islamic Bank,False,,,,,,
278823,Al Baraka Group B.S.C.,False,,,,,,
278825,Boubyan Bank K.S.C.P.,False,,,,,,
278833,Rosbank OJSC JSCB,False,,,,,,
279125,Banco Patagonia S.A.,False,,,,,,
279157,Ecobank Transnational Inc.,False,,,,,,
279173,Verisure Midholding AB,False,,,,,,
279275,Middle East Insurance Co.,False,,,,,,
279294,Petrol AD,False,,,,,,
279311,Greenland Hong Kong Holdings Ltd.,False,,,,,,
279330,Sound Global Ltd.,False,,,,,,
279355,AmanahRaya Real Estate Investment Trust,False,,,,,,
279378,Industrial and Commercial Bank of China Ltd.,False,INDUSTRIAL AND COMMERCIAL,6020,522110,,,CHN
279406,Aedifica N.V./S.A.,False,,,,,,
279426,PT Truba Alam Manunggal Engineering Tbk.,False,,,,,,
279437,NagaCorp Ltd.,False,NAGACORP LTD,7990,713210,,,CYM
279450,Britannia Bulk PLC,False,,,,,,
279477,Shanghai International Port (Group) Co. Ltd.,False,,,,,,
281408,Shamil Bank of Bahrain,False,,,,,,
281431,Pingdingshan Tianan Coal Mining Co. Ltd.,False,,,,,,
281560,Bulgarian Telecommunications Company EAD,False,,,,,,
281561,Bulstrad Vienna Insurance Group.,False,,,,,,
281571,Caja de Ahorros del Mediterraneo,False,,,,,,
281657,Petroplus Holdings AG,False,,,,,,
281657,Petroplus International N.V.,False,,,,,,
281662,PT Mobile-8 Telecom Tbk.,False,,,,,,
281712,Transmissora Alianca de Energia Eletrica S.A.,False,,,,,,
281761,Zhaojin Mining Industry Co. Ltd.,False,,,,,,
282105,Indiabulls Real Estate Ltd.,False,,,,,,
282177,West China Cement Ltd.,False,,,,,,
282205,AP Alternative Assets LP,False,,,,,,
282315,Sul America S.A.,False,,,,,,
282382,Qube Holdings Ltd.,False,,,,,,
282446,PDG Realty S.A. Empreendimentos E Participacoes,False,PDG REALTY SA EMPREENDIMENT,6552,237210,,,BRA
282622,Fufeng Group Ltd.,False,,,,,,
282650,Diamond Bank PLC,False,,,,,,
282653,Fidelity Bank PLC,False,,,,,,
282732,Sao Martinho S.A.,False,,,,,,
282749,BRAC Bank PLC,False,,,,,,
282758,Nomura Real Estate Residential Fund Inc.,False,,,,,,
282792,Skye Bank PLC,False,,,,,,
282813,TGC-1 PJSC,False,,,,,,
282835,Hong Long Holdings Ltd.,False,,,,,,
282844,China Properties Group Ltd.,False,,,,,,
282849,TAV Airports,False,,,,,,
282851,GP Investments Ltd.,False,,,,,,
282854,Bank of China (Brasil) Banco Multiplo S.A.,False,,,,,,
282889,Indian Bank,False,,,,,,
282949,First Gulf Bank PJSC,False,,,,,,
282949,First Abu Dhabi Bank PJSC,False,,,,,,
282979,A/S Latvijas Krajbanka,False,,,,,,
283091,Saigon Thuong Tin Commercial Joint Stock Bank (Sacombank),False,,,,,,
283317,Consol Holdings Ltd.,False,,,,,,
283341,Orient Insurance P.J.S.C.,False,,,,,,
283342,Sukoon Takaful PJSC,False,,,,,,
283655,S.N.T.G.N. Transgaz S.A. Medias,False,,,,,,
284086,Al Buhaira National Insurance Co. (PSC),False,,,,,,
284103,First Ship Lease Trust,False,FIRST SHIP LEASE TRUST,6159,522298,,,SGP
284153,Aldar Properties PJSC,False,,,,,,
284165,Alstria Office REIT-AG,False,,,,,,
284229,Bajaj Finance Ltd.,False,,,,,,
284251,Boart Longyear Ltd.,False,,,,,,
284323,Avanti Communications Group PLC,False,,,,,,
284394,AIMS APAC REIT,False,,,,,,
284420,B&N Bank,False,,,,,,
284420,MDM Bank (pre-merger),False,,,,,,
284425,National Bank of Fujairah PJSC,False,,,,,,
284458,China Citic Bank Corp. Ltd.,False,,,,,,
284469,KazMunayGas NC JSC,False,,,,,,
284482,Versatel AG,False,,,,,,
284521,Prysmian SpA,False,PRYSMIAN SPA,3357,331420,,,ITA
284533,Cineworld Group PLC,False,CINEWORLD GROUP,7830,51213,,,GBR
284596,Banco Compartamos S.A. Institucion de Banca Multiple,False,,,,,,
284610,Nutrinvestholding OJSC,False,,,,,,
284805,Pacific National Holdings Pty Ltd.,False,,,,,,
284856,DP World Ltd.,False,,,,,,
284859,Al Wathba National Insurance Co. PJSC,False,,,,,,
284873,Rosinter Restaurants Holding OJSC,False,,,,,,
284944,Gerresheimer AG,False,,,,,,
285014,Caisse Regionale de Credit Agricole Mutuel Brie Picardie,False,,,,,,
285014,Caisse Regionale de Credit Agricole de la Brie,False,,,,,,
285050,Thomas Cook Group PLC,False,,,,,,
285094,Ferrexpo PLC,False,FERREXPO PLC,1000,212210,,,GBR
285105,Almirall S.A.,False,,,,,,
285150,Argan S.A.,False,,,,,,
285169,Mondi PLC,False,MONDI PLC,2600,322,,,GBR
285188,Marfrig Global Foods S.A.,False,MARFRIG GLOBAL FOODS SA,2011,311611,,,BRA
285199,Albaraka Turk Katilim Bankasi AS,False,,,,,,
285205,SK Innovation Co. Ltd.,False,,,,,,
285231,KWG Group Holdings Ltd.,False,,,,,,
285310,Dewan Housing Finance Corp. Ltd.,False,,,,,,
285317,REN-Redes Energeticas Nacionais SGPS S.A.,False,,,,,,
285327,AMG Critical Materials N.V.,False,,,,,,
285361,China Automation Group Ltd.,False,,,,,,
285364,Cikarang Listrindo PT.,False,,,,,,
285519,Minerva S.A.,False,,,,,,
285531,Banco Cruzeiro do Sul S.A.,False,,,,,,
285631,Compagnie d'Assurances et de Reassurances Tuniso-Europeenne,False,,,,,,
285716,Risesun Real Estate Development Co. Ltd.,False,,,,,,
285742,Entertainment One Ltd.,False,,,,,,
285876,Bank of Nanjing Co. Ltd.,False,,,,,,
285880,China Jinmao Holdings Group Ltd.,False,,,,,,
285968,Malath Cooperative Insurance & Reinsurance Co.,False,,,,,,
285974,Walaa Cooperative Insurance Co.,False,,,,,,
286054,"Telekom Slovenije, d.d.",False,,,,,,
286281,NEPI Rockcastle N.V.,False,,,,,,
286282,Sino-Ocean Group Holding Ltd.,False,,,,,,
286310,Hidili Industry International Development Ltd.,False,,,,,,
286346,SOHO China Ltd.,False,,,,,,
286347,Canterbury Building Society,False,,,,,,
286426,China Aoyuan Group Ltd.,False,,,,,,
286434,Power Grid Corp. of India Ltd.,False,,,,,,
286460,Banco ABC Brasil S.A.,False,,,,,,
286461,Bosideng International Holdings Ltd.,False,BOSIDENG INTERNATIONAL HLDG,5600,4581,,,CYM
286464,Core Education & Technologies Ltd.,False,,,,,,
286879,"CaixaBank, S.A.",False,CAIXABANK SA,6020,522110,,,ESP
286983,Emirates Bank International PJSC,False,,,,,,
287117,Nyrstar N.V.,False,,,,,,
287161,Fluidra S.A.,False,,,,,,
287206,Greenko Group PLC,False,,,,,,
287223,PT Jasa Marga (Persero) Tbk.,False,,,,,,
287226,Mediterranean & Gulf Cooperative Insurance and Reinsurance Co.,False,,,,,,
287294,CPI Property Group S.A.,False,,,,,,
287311,China Railway Group Ltd.,False,,,,,,
287454,"B3 S.A - Brasil, Bolsa, Balcao",False,B3 SA - BRASIL BOLSA BALCAO,6200,523210,,,BRA
287490,Kernel Holding S.A.,False,,,,,,
287525,Adani Ports and Special Economic Zone Ltd.,False,,,,,,
287564,Isagen S.A. E.S.P.,False,,,,,,
287618,Eurasian Natural Resources Corp. Ltd.,False,EURASIAN NATURAL RESOURCES,1000,212,,,GBR
287661,PT Alam Sutera Realty Tbk.,False,,,,,,
287673,RusHydro PJSC,False,RUSHYDRO PJSC,4911,2211,,,RUS
287684,Xinjiang Goldwind Science & Technology Co. Ltd.,False,,,,,,
287752,Dar Al Arkan Real Estate Development Co.,False,,,,,,
287980,Globo PLC,False,GLOBO PLC,7370,519130,,,GBR
288024,Vingroup Joint Stock Co.,False,,,,,,
288260,Al Sagr Cooperative Insurance Co.,False,,,,,,
288414,China Railway Construction Corp. Ltd.,False,,,,,,
288562,Magnesita Refratarios S.A.,False,,,,,,
288569,MiBanco Banco de La Microempresa S.A.,False,,,,,,
288667,Axiata Group Bhd.,False,,,,,,
288674,Hypera S.A.,False,HYPERA SA,2834,325412,,,BRA
288761,Maoye International Holdings Ltd.,False,,,,,,
288766,Cyfrowy Polsat S.A.,False,,,,,,
288780,Euro Arab Insurance Group,False,,,,,,
288799,Fresnillo PLC,False,FRESNILLO PLC,1040,212220,,,GBR
288822,Bank of Moscow OJSC,False,,,,,,
288862,Turk Telekom,False,TURK TELEKOMUNIKASYON ANONIM,4813,517311,,,TUR
288923,Saudi Reinsurance Co.,False,,,,,,
288983,Central China Real Estate Ltd.,False,,,,,,
289004,Banco Popular S.A.,False,,,,,,
289043,Oleo e Gas Participacoes S.A.,False,OLEO E GAS PART SA,1311,2111,,,BRA
289049,Camil Alimentos S.A.,False,,,,,,
289075,"Rosseti Centre, PJSC",False,,,,,,
289156,Mriya Agro Holding PLC,False,,,,,,
289200,China Shanshui Cement Group Ltd.,False,,,,,,
289259,Suez S.A.,False,VIGIE SA,4941,221310,,,FRA
289404,Dutch-Bangla Bank PLC,False,,,,,,
289444,Bayan Resources Tbk. PT,False,,,,,,
289445,Polnobanka,False,,,,,,
289453,CRRC Corp. Ltd.,False,,,,,,
289707,First Investment Bank,False,,,,,,
289868,Manappuram Finance Ltd.,False,,,,,,
290039,Triglav Insurance Co. PLC,False,,,,,,
290045,Moscow Integrated Power Co. JSC,False,,,,,,
290107,China Dili Group,False,,,,,,
290154,Loomis AB,False,,,,,,
290271,Abanka d.d.,False,,,,,,
